lead_id,date,channel,device,company_size,sector,region,status
14521,2025-09-01,Facebook Ads,Mobile,10-50,Travel,Pays de la Loire,MQL
10913,2025-09-01,Facebook Ads,Mobile,1-10,Health,ARA,MQL
12853,2025-09-01,Instagram Ads,Mobile,1000+,Media,IdF,Client
14206,2025-09-01,LinkedIn,Mobile,100-500,Travel,Bretagne,SQL
10887,2025-09-01,Emailing,Tablet,10-50,Media,IdF,MQL
14208,2025-09-01,Emailing,Desktop,100-500,Tech,Bretagne,MQL
11365,2025-09-01,Emailing,Mobile,10-50,Retail,Bretagne,MQL
14213,2025-09-01,Emailing,Mobile,1000+,Retail,Occitanie,SQL
12350,2025-09-01,LinkedIn,Mobile,10-50,Tech,Grand Est,MQL
14214,2025-09-01,LinkedIn,Mobile,10-50,Travel,Nouvelle-Aquitaine,SQL
12892,2025-09-01,Instagram Ads,Desktop,1000+,Industry,IdF,MQL
11378,2025-09-01,Facebook Ads,Tablet,1-10,Industry,Pays de la Loire,MQL
11379,2025-09-01,LinkedIn,Desktop,1-10,Travel,Hauts-de-France,MQL
14014,2025-09-01,LinkedIn,Mobile,50-100,Finance,IdF,MQL
14717,2025-09-01,Instagram Ads,Mobile,10-50,Tech,PAC,MQL
10688,2025-09-01,Instagram Ads,Mobile,1-10,Travel,Bretagne,MQL
10149,2025-09-01,Emailing,Mobile,1000+,Finance,Hauts-de-France,MQL
11207,2025-09-01,Facebook Ads,Mobile,50-100,Health,PAC,SQL
14383,2025-09-01,Facebook Ads,Mobile,50-100,Retail,Hauts-de-France,MQL
13762,2025-09-01,Facebook Ads,Mobile,500-1000,Media,Pays de la Loire,MQL
13674,2025-09-01,LinkedIn,Mobile,10-50,Education,Bretagne,Client
10075,2025-09-01,LinkedIn,Mobile,100-500,Travel,ARA,MQL
11935,2025-09-01,Instagram Ads,Mobile,1-10,Finance,IdF,MQL
14397,2025-09-01,Emailing,Mobile,100-500,Industry,Hauts-de-France,SQL
13770,2025-09-01,Facebook Ads,Mobile,1-10,Tech,Hauts-de-France,MQL
14387,2025-09-01,Emailing,Mobile,1-10,Media,Hauts-de-France,SQL
14366,2025-09-01,Emailing,Mobile,1-10,Tech,ARA,SQL
13747,2025-09-01,Facebook Ads,Mobile,10-50,Energy,Pays de la Loire,MQL
14360,2025-09-01,Emailing,Mobile,1-10,Finance,Pays de la Loire,MQL
11800,2025-09-01,Instagram Ads,Mobile,1-10,Travel,IdF,SQL
10060,2025-09-01,Facebook Ads,Tablet,50-100,Finance,PAC,MQL
14382,2025-09-01,Facebook Ads,Mobile,1000+,Tech,Nouvelle-Aquitaine,MQL
11927,2025-09-01,Facebook Ads,Desktop,1-10,Energy,IdF,MQL
10066,2025-09-01,Emailing,Mobile,50-100,Industry,Pays de la Loire,MQL
14370,2025-09-01,Emailing,Desktop,1-10,Retail,PAC,MQL
11930,2025-09-01,Facebook Ads,Mobile,10-50,Tech,PAC,MQL
14961,2025-09-01,Emailing,Mobile,1-10,Industry,Grand Est,MQL
13635,2025-09-01,Facebook Ads,Desktop,500-1000,Education,Nouvelle-Aquitaine,SQL
14346,2025-09-02,Instagram Ads,Desktop,100-500,Finance,Grand Est,MQL
13212,2025-09-02,Emailing,Mobile,1-10,Retail,Hauts-de-France,MQL
13142,2025-09-02,LinkedIn,Desktop,500-1000,Tech,Occitanie,MQL
13483,2025-09-02,Instagram Ads,Tablet,100-500,Travel,Hauts-de-France,MQL
13204,2025-09-02,LinkedIn,Desktop,500-1000,Media,PAC,Client
14003,2025-09-02,Emailing,Mobile,1-10,Retail,PAC,SQL
12004,2025-09-02,Emailing,Mobile,10-50,Energy,Nouvelle-Aquitaine,SQL
10787,2025-09-02,Facebook Ads,Desktop,100-500,Education,Hauts-de-France,SQL
13198,2025-09-02,Emailing,Mobile,100-500,Media,ARA,MQL
13317,2025-09-02,Emailing,Desktop,100-500,Travel,Nouvelle-Aquitaine,MQL
13197,2025-09-02,Instagram Ads,Mobile,1-10,Education,IdF,Client
13364,2025-09-02,Instagram Ads,Mobile,1-10,Health,IdF,SQL
11644,2025-09-02,Emailing,Mobile,10-50,Travel,Nouvelle-Aquitaine,SQL
10840,2025-09-02,Emailing,Mobile,1-10,Health,Grand Est,SQL
13213,2025-09-02,LinkedIn,Mobile,1-10,Retail,Nouvelle-Aquitaine,MQL
12829,2025-09-02,Emailing,Mobile,10-50,Finance,Grand Est,Client
14686,2025-09-02,Emailing,Mobile,10-50,Education,ARA,MQL
10127,2025-09-02,Instagram Ads,Mobile,100-500,Industry,Grand Est,MQL
14037,2025-09-02,Instagram Ads,Desktop,50-100,Finance,PAC,MQL
13812,2025-09-02,Emailing,Desktop,10-50,Tech,IdF,MQL
12851,2025-09-02,Emailing,Desktop,10-50,Health,Occitanie,MQL
14519,2025-09-02,Emailing,Mobile,1-10,Finance,IdF,MQL
12871,2025-09-02,Instagram Ads,Mobile,100-500,Finance,Pays de la Loire,MQL
10890,2025-09-02,LinkedIn,Desktop,1000+,Finance,PAC,MQL
13897,2025-09-02,Instagram Ads,Mobile,1-10,Finance,IdF,SQL
13814,2025-09-02,Emailing,Desktop,1-10,Travel,ARA,MQL
11373,2025-09-02,Facebook Ads,Tablet,50-100,Energy,PAC,Client
10864,2025-09-02,Facebook Ads,Desktop,1-10,Education,Bretagne,MQL
10045,2025-09-02,LinkedIn,Mobile,50-100,Travel,Hauts-de-France,SQL
13494,2025-09-02,LinkedIn,Mobile,10-50,Industry,Nouvelle-Aquitaine,Client
13696,2025-09-02,Instagram Ads,Tablet,10-50,Travel,IdF,MQL
11385,2025-09-02,Facebook Ads,Desktop,1-10,Tech,Nouvelle-Aquitaine,MQL
11546,2025-09-02,Instagram Ads,Mobile,100-500,Finance,Occitanie,SQL
10823,2025-09-02,Facebook Ads,Desktop,500-1000,Tech,Pays de la Loire,SQL
14402,2025-09-02,Emailing,Mobile,10-50,Energy,Grand Est,SQL
12011,2025-09-02,Emailing,Desktop,1-10,Travel,Hauts-de-France,Client
13689,2025-09-02,Emailing,Mobile,1000+,Industry,IdF,SQL
13991,2025-09-02,Emailing,Mobile,10-50,Energy,Occitanie,MQL
14485,2025-09-02,LinkedIn,Desktop,10-50,Media,Occitanie,SQL
14315,2025-09-02,Emailing,Mobile,500-1000,Education,Hauts-de-France,SQL
10336,2025-09-02,Instagram Ads,Mobile,100-500,Energy,Occitanie,MQL
14269,2025-09-02,Instagram Ads,Mobile,100-500,Education,IdF,SQL
10659,2025-09-02,Facebook Ads,Desktop,500-1000,Energy,Pays de la Loire,MQL
11475,2025-09-02,LinkedIn,Tablet,1-10,Finance,IdF,MQL
11520,2025-09-02,Emailing,Mobile,50-100,Media,Nouvelle-Aquitaine,MQL
10652,2025-09-02,LinkedIn,Mobile,50-100,Retail,Nouvelle-Aquitaine,MQL
10597,2025-09-02,Emailing,Desktop,1-10,Media,ARA,MQL
13090,2025-09-02,Facebook Ads,Desktop,10-50,Travel,Hauts-de-France,MQL
10629,2025-09-02,Emailing,Mobile,1-10,Tech,PAC,Client
11814,2025-09-02,Emailing,Mobile,1-10,Tech,IdF,SQL
14792,2025-09-02,Emailing,Mobile,10-50,Retail,IdF,SQL
13938,2025-09-02,Emailing,Mobile,1-10,Media,PAC,SQL
13854,2025-09-02,LinkedIn,Mobile,500-1000,Health,Pays de la Loire,SQL
13397,2025-09-02,Instagram Ads,Mobile,50-100,Energy,Nouvelle-Aquitaine,MQL
13934,2025-09-02,Facebook Ads,Mobile,500-1000,Retail,Nouvelle-Aquitaine,MQL
13131,2025-09-02,Instagram Ads,Mobile,1000+,Tech,Bretagne,Client
13143,2025-09-02,Facebook Ads,Mobile,1-10,Finance,Hauts-de-France,MQL
12039,2025-09-02,Emailing,Desktop,1000+,Media,Bretagne,Client
10764,2025-09-02,Emailing,Desktop,10-50,Finance,IdF,Client
11527,2025-09-02,Facebook Ads,Desktop,1000+,Media,Pays de la Loire,SQL
13667,2025-09-02,Emailing,Mobile,10-50,Tech,PAC,MQL
10058,2025-09-02,Emailing,Mobile,1000+,Education,IdF,Client
12013,2025-09-02,Emailing,Mobile,100-500,Retail,PAC,MQL
12017,2025-09-02,Instagram Ads,Mobile,100-500,Finance,Pays de la Loire,SQL
12148,2025-09-02,Facebook Ads,Mobile,100-500,Health,Pays de la Loire,MQL
13189,2025-09-02,Instagram Ads,Mobile,1-10,Retail,Hauts-de-France,SQL
10746,2025-09-02,Facebook Ads,Desktop,100-500,Tech,Occitanie,MQL
10557,2025-09-02,Emailing,Desktop,100-500,Tech,Grand Est,MQL
13002,2025-09-02,Emailing,Mobile,1-10,Media,Hauts-de-France,SQL
14972,2025-09-02,Facebook Ads,Tablet,1-10,Retail,IdF,MQL
13986,2025-09-02,Emailing,Mobile,100-500,Retail,Bretagne,MQL
12270,2025-09-02,Emailing,Mobile,500-1000,Industry,PAC,MQL
14246,2025-09-02,Emailing,Mobile,500-1000,Media,IdF,SQL
10314,2025-09-02,Instagram Ads,Mobile,100-500,Education,Occitanie,Client
10318,2025-09-02,Emailing,Mobile,500-1000,Retail,Pays de la Loire,SQL
11680,2025-09-02,Facebook Ads,Desktop,1-10,Industry,Occitanie,Client
10718,2025-09-02,Emailing,Mobile,500-1000,Travel,IdF,SQL
10575,2025-09-02,Instagram Ads,Mobile,10-50,Travel,IdF,MQL
10712,2025-09-02,Facebook Ads,Mobile,100-500,Media,IdF,MQL
11673,2025-09-02,Instagram Ads,Mobile,100-500,Travel,IdF,MQL
11454,2025-09-02,Emailing,Tablet,100-500,Retail,Grand Est,MQL
12828,2025-09-02,Facebook Ads,Mobile,500-1000,Tech,Pays de la Loire,SQL
13138,2025-09-02,Facebook Ads,Mobile,500-1000,Tech,IdF,MQL
11077,2025-09-02,LinkedIn,Mobile,100-500,Retail,Nouvelle-Aquitaine,SQL
11101,2025-09-02,Instagram Ads,Desktop,1-10,Media,Grand Est,SQL
14998,2025-09-02,Instagram Ads,Mobile,500-1000,Travel,Bretagne,MQL
11925,2025-09-02,Emailing,Mobile,10-50,Travel,Hauts-de-France,MQL
11227,2025-09-02,Emailing,Tablet,100-500,Industry,ARA,MQL
12467,2025-09-02,Emailing,Desktop,500-1000,Tech,IdF,MQL
11082,2025-09-02,Facebook Ads,Mobile,1-10,Finance,IdF,MQL
10189,2025-09-02,Emailing,Mobile,100-500,Media,Nouvelle-Aquitaine,SQL
11338,2025-09-02,Emailing,Mobile,10-50,Health,ARA,MQL
12474,2025-09-02,Facebook Ads,Mobile,1-10,Retail,IdF,SQL
13593,2025-09-02,Facebook Ads,Tablet,500-1000,Health,IdF,MQL
13756,2025-09-02,Emailing,Mobile,100-500,Education,Hauts-de-France,MQL
11058,2025-09-02,Facebook Ads,Desktop,1-10,Retail,Bretagne,SQL
12666,2025-09-02,Emailing,Desktop,1-10,Health,Pays de la Loire,SQL
10101,2025-09-02,LinkedIn,Mobile,100-500,Education,IdF,MQL
13535,2025-09-02,Emailing,Mobile,50-100,Education,ARA,MQL
12436,2025-09-02,Facebook Ads,Mobile,10-50,Education,IdF,Client
14584,2025-09-02,LinkedIn,Tablet,10-50,Tech,Occitanie,SQL
12690,2025-09-02,Facebook Ads,Mobile,1-10,Health,IdF,MQL
10471,2025-09-02,Instagram Ads,Mobile,1-10,Education,Hauts-de-France,MQL
14992,2025-09-02,Facebook Ads,Mobile,1-10,Health,Pays de la Loire,SQL
11959,2025-09-02,Instagram Ads,Tablet,10-50,Finance,Occitanie,MQL
10107,2025-09-02,LinkedIn,Mobile,1-10,Energy,ARA,SQL
11145,2025-09-02,Instagram Ads,Mobile,10-50,Energy,Occitanie,MQL
12598,2025-09-02,Facebook Ads,Tablet,1-10,Health,IdF,SQL
11763,2025-09-02,Facebook Ads,Mobile,10-50,Industry,Pays de la Loire,SQL
12582,2025-09-02,Facebook Ads,Mobile,500-1000,Industry,Pays de la Loire,SQL
10426,2025-09-02,Facebook Ads,Tablet,100-500,Energy,ARA,SQL
14942,2025-09-02,Instagram Ads,Mobile,1-10,Finance,Occitanie,SQL
12581,2025-09-02,Instagram Ads,Mobile,10-50,Health,Pays de la Loire,SQL
11600,2025-09-02,Emailing,Mobile,10-50,Media,ARA,SQL
14450,2025-09-02,Facebook Ads,Mobile,100-500,Industry,Hauts-de-France,MQL
11132,2025-09-02,Emailing,Mobile,10-50,Industry,Hauts-de-France,SQL
13289,2025-09-02,Emailing,Mobile,10-50,Energy,Hauts-de-France,MQL
13791,2025-09-02,Emailing,Mobile,50-100,Energy,Nouvelle-Aquitaine,SQL
11808,2025-09-02,Emailing,Mobile,50-100,Energy,IdF,MQL
11620,2025-09-02,Facebook Ads,Mobile,1-10,Industry,IdF,SQL
11253,2025-09-02,Emailing,Mobile,100-500,Education,Grand Est,MQL
12122,2025-09-02,Instagram Ads,Mobile,10-50,Media,ARA,SQL
12475,2025-09-02,Instagram Ads,Mobile,50-100,Education,PAC,MQL
12498,2025-09-02,Instagram Ads,Mobile,100-500,Media,Hauts-de-France,SQL
11806,2025-09-02,LinkedIn,Desktop,10-50,Energy,IdF,SQL
14565,2025-09-02,Instagram Ads,Mobile,1-10,Health,Nouvelle-Aquitaine,MQL
10204,2025-09-02,LinkedIn,Tablet,10-50,Finance,Nouvelle-Aquitaine,Client
11736,2025-09-02,Facebook Ads,Tablet,1-10,Finance,ARA,MQL
14405,2025-09-02,LinkedIn,Mobile,1-10,Travel,Occitanie,MQL
14191,2025-09-02,Instagram Ads,Mobile,100-500,Energy,Pays de la Loire,MQL
13514,2025-09-02,Instagram Ads,Mobile,10-50,Media,ARA,SQL
14653,2025-09-02,Instagram Ads,Mobile,10-50,Health,Bretagne,SQL
14659,2025-09-02,LinkedIn,Desktop,1-10,Tech,ARA,SQL
14664,2025-09-02,Instagram Ads,Mobile,100-500,Travel,IdF,MQL
10150,2025-09-02,Instagram Ads,Mobile,10-50,Education,Pays de la Loire,SQL
14665,2025-09-02,LinkedIn,Desktop,50-100,Industry,ARA,MQL
10226,2025-09-02,Instagram Ads,Mobile,500-1000,Media,ARA,Client
11985,2025-09-02,Emailing,Mobile,10-50,Education,Bretagne,MQL
14422,2025-09-02,LinkedIn,Mobile,10-50,Travel,Occitanie,SQL
12779,2025-09-02,Emailing,Mobile,500-1000,Finance,ARA,SQL
10144,2025-09-02,Facebook Ads,Mobile,10-50,Tech,ARA,Client
11196,2025-09-02,Instagram Ads,Mobile,10-50,Health,ARA,MQL
10944,2025-09-02,Emailing,Tablet,1-10,Energy,Pays de la Loire,MQL
10401,2025-09-02,Instagram Ads,Tablet,1-10,Industry,ARA,MQL
13728,2025-09-02,Emailing,Mobile,10-50,Energy,Grand Est,MQL
13237,2025-09-02,Instagram Ads,Desktop,10-50,Industry,Pays de la Loire,SQL
10237,2025-09-02,Emailing,Desktop,10-50,Retail,Hauts-de-France,Client
14373,2025-09-02,Facebook Ads,Desktop,10-50,Finance,Occitanie,Client
14132,2025-09-02,LinkedIn,Mobile,1-10,Travel,Bretagne,SQL
11308,2025-09-02,Facebook Ads,Mobile,50-100,Tech,Bretagne,MQL
13777,2025-09-02,Facebook Ads,Mobile,10-50,Energy,Bretagne,MQL
10482,2025-09-02,Facebook Ads,Mobile,1-10,Travel,Pays de la Loire,MQL
11585,2025-09-02,Emailing,Mobile,1-10,Retail,Hauts-de-France,Client
11297,2025-09-02,Emailing,Mobile,100-500,Industry,Occitanie,SQL
11780,2025-09-02,Emailing,Mobile,10-50,Finance,IdF,MQL
12699,2025-09-02,Instagram Ads,Mobile,50-100,Media,PAC,SQL
10216,2025-09-02,Facebook Ads,Mobile,10-50,Industry,Pays de la Loire,MQL
12729,2025-09-02,Facebook Ads,Mobile,1-10,Energy,IdF,MQL
11309,2025-09-02,Instagram Ads,Desktop,50-100,Tech,PAC,SQL
10025,2025-09-02,Instagram Ads,Mobile,1-10,Travel,IdF,SQL
10479,2025-09-02,Facebook Ads,Mobile,1-10,Education,Nouvelle-Aquitaine,SQL
12132,2025-09-02,Facebook Ads,Desktop,1-10,Education,Nouvelle-Aquitaine,SQL
14645,2025-09-02,LinkedIn,Desktop,1-10,Tech,IdF,Client
12418,2025-09-02,Emailing,Mobile,10-50,Media,IdF,MQL
13659,2025-09-02,Instagram Ads,Desktop,50-100,Tech,Pays de la Loire,MQL
12432,2025-09-02,Instagram Ads,Mobile,10-50,Energy,IdF,MQL
14456,2025-09-02,LinkedIn,Mobile,1-10,Media,Hauts-de-France,MQL
10085,2025-09-03,Facebook Ads,Mobile,100-500,Education,Nouvelle-Aquitaine,SQL
13877,2025-09-03,Instagram Ads,Mobile,50-100,Media,PAC,MQL
13303,2025-09-03,Facebook Ads,Mobile,50-100,Finance,Grand Est,Client
14866,2025-09-03,Facebook Ads,Mobile,1-10,Health,PAC,MQL
11569,2025-09-03,Facebook Ads,Mobile,1-10,Industry,IdF,MQL
11526,2025-09-03,Facebook Ads,Mobile,50-100,Tech,IdF,MQL
14835,2025-09-03,Emailing,Mobile,500-1000,Energy,ARA,MQL
14841,2025-09-03,Instagram Ads,Tablet,10-50,Energy,Nouvelle-Aquitaine,SQL
10502,2025-09-03,Facebook Ads,Mobile,50-100,Industry,Pays de la Loire,MQL
13223,2025-09-03,Emailing,Desktop,10-50,Finance,Occitanie,MQL
14285,2025-09-03,LinkedIn,Desktop,50-100,Health,PAC,MQL
13898,2025-09-03,Facebook Ads,Mobile,1-10,Retail,IdF,MQL
13657,2025-09-03,Facebook Ads,Mobile,500-1000,Media,Grand Est,SQL
14964,2025-09-03,Facebook Ads,Mobile,1-10,Finance,Pays de la Loire,MQL
